,username,comment,Pre-processing,label_sentimen,score,sentimen_numerik
123,mmqdmfs_,Koruptor juga mengganggu industri dalam negeri,koruptor ganggu industri negeri,negatif,-0.7184,0
124,dessyhsn,Duh pak lagi nyari rezeki halal masa dilarang,duh nyari rezeki halal larang,negatif,-0.3061999999999999,0
128,thzurcrsh,ada brand lokal yg bagus tapi marketingnya kek taai sengaja di limited limited mo beli aja kaga pernah kebagian wkwk skrg udh sepi nyalahin kota yg thrifting ktl,brand lokal bagus marketingnya seperti taai sengaja limited limited mau beli tidak bagi wkwk sekarang sudah sepi nyalahin kota thrifting ktl,negatif,-0.028000000000000025,0
129,egiprakoso14,Mau beli lokal harganyaa selangit kualitasnya jelek cuttingannya ga pas.,beli lokal harganyaa langit kualitas jelek cuttingannya pas,positif,0.01849999999999996,1
130,mlcks,lokal kadang kalo dikasih angin suka ngelunjak,lokal kadang kasih angin suka ngelunjak,positif,0.4413,1
131,streetbianinlifeznwy_,yaaa karena penjualan pakaian bekas harga nya relatif rendah dan mayoritas lebih memilih barang tersebut.,yaa jual pakai bekas harga relatif rendah mayoritas pilih barang,negatif,-0.032399999999999984,0
132,hapibisyir_,@albarizkyy bakal susah ngethrift,susah ngethrift,negatif,-0.6124,0
133,ermanfirdaus,"Termasuk impor beras, gula, kedelai, garam, dan bahan"" pokok lain yg melimpah di negeri ini sekalian di stop pak, sangat sangat merugikan petani dan kesejahteraan rakyat juga.",impor beras gula kedelai garam bahan pokok limpah negeri stop rugi tani sejahtera rakyat,negatif,-0.08879999999999999,0
134,azlan.rezlan,"Bersaing aja. Mereka murah tapi bagus ya siapa yg ga mau. Lah ini Deket, bagus, tapi mahal, murah dikit dah beda kualitas",saing murah bagus dekat bagus mahal murah sedikit sudah beda kualitas,negatif,-0.007299999999999973,0
135,inviiola,@a.dewiiii tolong k pak jangan😂😂,dewi tolong,positif,0.15360000000000007,1
136,r.ilham43,"Penyelesaian?, Nyatanya brand lokal mematok harga yang cukup tinggi, dan juga mohon maaf kualitasnya masih low, desainnya pun juga itu itu aja modelnya.",selesai brand lokal patok harga mohon maaf kualitas low desain model,positif,0.06320000000000003,1
137,aryakuy__,"Lokal mahal"" iya jelaslah, kan bukan bekas kecelakaan chuakss",lokal mahal iya bekas celaka chuakss,negatif,-0.10950000000000004,0
138,nayylasvrr,@anisasadidah_ ap kita harus berhenti?😢,ap henti,negatif,-0.7184,0
139,yourdailysins_,"Adanya thrift vintage dll gue dapet pemasukan lebih. Bisa buat makan sehari hari udah cukup alhamdulillah , dan skrng bisa buat bootleg sendiri bahkan expor ke luar negeri at least karena apa ? Ya karena mereka menghargai karya seni kita.  Disini mah cukup baju beruang petir aja ya gaes ya",thrift vintage dan lain saya dapet pasu makan hari sudah alhamdulillah sekarang bootleg expor negeri at least harga karya seni mah baju beruang petir gaes,positif,0.006800000000000028,1
140,g24news.tv,Mari kita dukung UMKM Lokal👍 Brand baju dalam negeri juga ga kalah bagus kok👏,mari dukung umkm lokal brand baju negeri kalah bagus,positif,0.03310000000000002,1
141,farizzaarr,Lain nhanya kieu wae,nhanya kieu saja,negatif,-0.6124,0
142,dino.budiawan,"Terkesan adu domba umkm dengan thrift, ekosistem fast fashion juga sudah selayaknya kalo ada recycle, mending push brand lokal kasih support biar bisa compete dengan brand fast fashion luar yg udh banyak masuk ke indo,",kes adu domba umkm thrift ekosistem fast fashion layak recycle mending push brand lokal kasih support compete brand fast fashion sudah masuk indonesia,negatif,-0.006800000000000028,0
145,atom__tom,"Mau support UMKM tapi harga dan kualitas beda Pak. Kami juga siap support UMKM tapi cobalah kualitas di nomor 1 kan jangan hanya mau untung banyak sama satu lagi cobalah jangan produksi Massal, kasian kalau dipakai baru jarak 10 Meter dah ada lagi mirip nya. Wkwkwkw kocak 🤣🤣🤣",support umkm harga kualitas beda support umkm coba kualitas nomor untung coba produksi massal kasihan pakai jarak meter sudah wkwkwkw kocak,positif,0.026100000000000012,1
146,1tsuki_15,teu apal stel nya nay @3.10_pm,tidak apal stel nay pm,negatif,-0.7906,0
147,bro_barbar,kaos partai memajukan industri lokal juga kan weheheh,kaos partai maju industri lokal weheheh,negatif,-0.7184,0
149,dewaunitedesports,"Mari konsumtif produk lokal pride nih, misalnya kalian bisa kunjungi @dewaunited.store 🖤🤍💛",mari konsumtif produk lokal pride kunjung store,positif,0.21409999999999996,1
151,juragan_tartan,Proses meningkatkan jumlah pengangguran 👏👏👏,proses tingkat anggur,negatif,-0.25960000000000005,0
152,zodiakgram,"WAHAI ORANG YANG LANCAR REJEKINYA, anda tau tidak like komen skrg ga usah klik love, cukup klik dua kali komentar ini langsung auto like! Selamat mencoba😂",orang lancar rejekinya like komen sekarang klik love klik kali komentar langsung auto like selamat coba,positif,0.13970000000000005,1
153,anggerprmbd_,Produk lokal kalah sama katalog thrift?🤔,produk lokal kalah katalog thrift,negatif,-0.10599999999999998,0
154,bebekofthelaputa,"Padahal kan marketnya juga beda, yang beli thrift kebanyakan juga ya bisa dilihat sendiri deh coba ke senen. Buat kami kami yang kurang solusi punya baju yang layak dan tidak menyengsarakan kantong sendiri ya mau gamau thrift. Walaupun itu sampah luar ya emang gak ada lagi solusinya, belum pernah ngerasain susah sih 😢",marketnya beda beli thrift banyak deh coba senin solusi baju layak sengsara kantong tidak mau thrift sampah emang solusi rasa susah,negatif,-0.006400000000000072,0
155,022therow,ayo cintai produk lokal contohna mencintaiku,ayo cinta produk lokal contohna cinta,positif,0.49960000000000004,1
156,azizap_,"Banyak padahal yg impor, tapi yg kena kenapa thrifting yaaa?",impor kena thrifting yaa,negatif,-0.6124,0
158,hagataaaaaa,"Aspek bikin baju lokal itu ada pabrik tekstil - konveksi - tukang sablon - distributor = ada rantai ekonomi yang ngehidupin para pekerja buruh. Untuk thrift atau barang bekas dari luar masuk ke indo antara daur ulang atau diapain gatau , dijual perkarung dengan harga murah - jatuhnya penjual baju bekas hpp lebih murah ngejualnya gampang. Dampak negatifnya rantai ekonomi terhambat banyak buruh diphk kalo Dampak positifnya banyak UMKM penjual baju thrifhting laku dan membantu perekonomian dari penjual itu sendiri. Ini penilaian pribadi ya 🙏🏻",aspek baju lokal pabrik tekstil konveksi tukang sablon distributor rantai ekonomi ngehidupin kerja buruh thrift barang bekas masuk indonesia daur ulang diapain tidak tau jual karung harga murah jatuh jual baju bekas hpp murah ngejualnya gampang dampak negatif rantai ekonomi hambat buruh diphk dampak positif umkm jual baju thrifhting laku bantu ekonomi jual nilai pribadi,negatif,-0.0010999999999999899,0
159,arriamaulana,"Kalo mau memajukan industri dalam negeri, jangan lah ada itu brand2 luar yg terpampang di mall, harusnya mall diisi UMKM chuakzz",maju industri negeri brand pampang mall mall isi umkm chuakzz,negatif,-0.3318,0
161,goffar_achmad,"Bisnis thrift untung e kor jutaan pak , gek kui halal . bisnis pegawai keuangan iso trilyunan pak , iso ngo tuku harly plus rubicon mending sampean ngurusi kui sek pak luweh penting timbang ngurusi barang thrif",bisnis thrift untung kor juta gek kui halal bisnis pegawai uang bisa trilyunan bisa untuk beli harly plus rubicon mending sampean ngurusi kui sek luweh timbang ngurusi barang thrif,positif,0.03859999999999997,1
162,firman_allatif,Bawang dan beras import juga di stop. Yuk makan hasil produksi petani indonesia chuuaaakkksss,bawang beras import stop yuk makan hasil produksi tani indonesia chuuaakkss,positif,0.24,1
163,bangmamet__,Brand Siapa hayooo yg ngadu sama backingan nyaaaaa????? 😂,brand hayoo adu backingan nyaa,negatif,-0.6124,0
164,aloysius_ganzaga,"Itu barang"" bren luar yang puluhan juta apakabar ?",barang bren puluh juta apakabar,positif,0.4588,1
165,emega.id,"menurutku sih brand local pada laku dah, aku perhatikan di ig. pada laku2 tuh baju2 yg 400ribuan juga ludes mulu. bnyak ko brand local yg laku keras. nah utk yg ga laku, coba di inget2 lagi. barang yg ditawarkan menghasilkan peminat bnyak gak? mengingat skrg bnyak lahir brand local disitu otomatis persaingan ketat entah dri segi harga kualitas dan kreatifitas yg dikeluarkan. misal dri segi model yg lucu/unik. pinter2 bikin barang seunik dan sekreatif mungkin dong. supayabisa menarik pembeli bnyak. kalo menyalahkan thrift. aga aneh sih. bekas dan brand lokal ko disandingkan! ya jelas beda lah. bekas dan baju baru point disitu aja udh beda kelas. brand lokal kamu itu posisinya diatas thrift loh. masa mau menyalahkan thrift? kalo soal ga laku banyak stok menumpuk gk terjual ya cari solusi dong entah iklan/tingkatkan design baju, atau apa ke . jgn nyalahin thrift 😁 pendapatku sii.",turut brand lokal laku sudah perhati ig laku baju ribu ludes mulu bnyak ko brand lokal laku keras laku coba ingat barang tawar hasil minat bnyak sekarang bnyak lahir brand lokal situ otomatis saing ketat dari segi harga kualitas kreativitas keluar dari segi model lucu unik pintar barang unik kreatif supayabisa tarik beli bnyak salah thrift aga aneh bekas brand lokal ko sanding beda bekas baju point situ sudah beda kelas brand lokal posisi atas thrift salah thrift laku stok tumpuk tidak jual cari solusi iklan tingkat design baju nyalahin thrift dapat sii,negatif,-0.0004999999999999449,0
166,fairus_saskia,"Rakyat disuruh pakai local tapi para menteri, pejabat dan istri istrinya pamer barang mewah brand luar negeri. Hadehh",rakyat suruh pakai lokal menteri jabat istri istri pamer barang mewah brand negeri hadehh,negatif,-0.9001,0
167,mbagas16,"BERAS, KEDELAI, GARAM, APA LAGI APA LAGI 😅 GANGGU GA",beras kedelai garam ganggu,negatif,-0.7184,0
168,bomber.bangsat,Mungkin sudah kehabisan bahan ngelawak... piss,habis bahan lucu piss,negatif,-0.059900000000000064,0
169,ts_000333,terserah rakyat mau beli yang mana yang jelas mampu,serah rakyat beli,negatif,-0.12179999999999991,0
170,siskaelisabet_,Gue yang punya jualan thrift dan juga jualan kaos sablon kaos antara thrift import dan umkm lokal harus apa pak kiw kiw ☝🏻🌚 salam sayang,saya jual thrift jual kaos sablon kaos thrift import umkm lokal kiw kiw salam sayang,negatif,-0.08879999999999999,0
171,christopher_adijaya,"Makanya produk lokalnya jgn mahal"" juga. biar semua kalangan bisa beli 🤘 apalagi reseller ngasih harga 2-3x lipatt",produk lokal mahal kalang beli reseller beri harga lipatt,positif,0.15260000000000007,1
173,kennyyogi,@rockyms_ awas pajak naek 😂😂,awas pajak naik,negatif,-0.04959999999999998,0
174,andrybhojee,Kalah jauh bos,kalah bos,negatif,-0.10599999999999998,0
177,hirdaarifinnn,Ngethrift sebagian dari kebahagian saya pak maaf bngtt🙏🏼,ngethrift kebahagian maaf bngtt,negatif,-0.15360000000000007,0
178,ezy.alvarez,Pemerintah juga trifht kreta dari jpg,perintah trifht kereta jpg,negatif,-0.7184,0
179,imaa.novita,"Intinya thirft itu gamasuk pajak negara, bukan masalah merusak industri lokal, krn semua ada pasarnya masing2. Kalo merusak industri lokal yaudah negara sekalian gausah terima pakaian baru maupun second dari luar negri dong.",inti thirft tidak masuk pajak negara rusak industri lokal pasar rusak industri lokal ya sudah negara tidak usah terima pakai second negeri,negatif,-0.02410000000000001,0
180,twentyeight.vtg,"Sebenarnya kembali lagi ke rezeki masing2, semua sudah di atur bro, ada yang seneng lokal ada yang seneng produk luar, semua ada segment nya tenang aja 🍻",rezeki atur bro senang lokal senang produk segment tenang,positif,0.029799999999999938,1
181,kawanbermain_,"Beli kemeja di distro lokal 300rb, nyari di pasar loak pego dapet uniqlo dua pcs wkwkwk",beli kemeja distro lokal rb nyari pasar loak pego dapet uniqlo pcs wkwkwk,positif,0.08440000000000003,1
182,m.zakyroihan,Mau promosi takut di penjara🔥,promosi takut penjara,negatif,-0.6501,0
183,derielshj,"@andikawjyy ka , marahkan lah",ka marah,negatif,-0.7906,0
185,ayukdewy,Aduhhh gimandose.. udah cinta banget sama @amellethrift 😂,aduhh gimandose sudah cinta banget,positif,0.26259999999999994,1
187,afeef97,Solusinya pakailah brand local hehe #localpride,solusi pakai brand lokal,positif,0.6124,1
188,erfwr_,Iya pak udh berantas aja percuma ada juga makin lama harga nya juga sama kaya baju baru. Mending beli baju baru lokal sekalian,iya sudah berantas harga kaya baju mending beli baju lokal,positif,0.03939999999999999,1
189,evilwild.co,Sayang bgt sih indonesia ga produksi handphone lokal coba kalo produksi. Thrift iphone inter juga dibasmi ciakakaaakakaaaaaa. Kalo mau basmi yg ilegal dan merugikan jgn cuman 1 bidang tapi seluruh bidang usaha yg mampu merugikan negara. Toh para pengusaha bal tiap bulan juga setoran sama oknum2 baju coklat Ciakakkakakakakakaaaa,sayang banget indonesia produksi handphone lokal coba produksi thrift iphone inter basmi ciakakaakakaa basmi ilegal rugi cuma bidang bidang usaha rugi negara usaha bal setor oknum baju cokelat ciakakkakakakakakaa,negatif,-0.06140000000000001,0
190,_rayhando,Sotoy,sotoy,negatif,-0.7184,0
191,septarangga_,Info yang jual kaos Banteng,informasi jual kaos banteng,negatif,-0.32009999999999994,0
192,nurainiriztam,"Gimana baiknya aj deh pak, saya percaya😊👏🙌",bagaimana baik saja deh percaya,positif,0.07219999999999993,1
195,strawhatshop2,@jokowi bapak tolong aplikasi lokalisasi dan judi online di berantas dan kalo bisa berikan kami usaha untuk buat brand local yang go international juga tolong pre,tolong aplikasi lokalisasi judi online berantas usaha brand lokal go international tolong pre,negatif,-0.07669999999999999,0
196,ipinn_2,lokal mahal bnget ppk,lokal mahal bnget ppk,positif,0.25,1
197,salesold.archive,Cek catalog kita kak banyak barang lucu 🫶🏻🔥,cek catalog kak barang lucu,negatif,-0.2277999999999999,0
198,irfantosh,"Ah tapi kualitas barang lokal tuh ga sebaik barang luar, tapi haraga buset dah mirip mirip brand luar👏👏",ah kualitas barang lokal barang haraga buset sudah brand,positif,0.4162,1
200,hasbanufi,"punten, toilet dimana ya?",maaf toilet mana,negatif,-0.15360000000000007,0
201,vero_situmorang11,Padahal kita gak tau orang luar punya penyakit kulit apa? Mending-mending beli baju 20k tapi baru dari pada 35k bekas meskipun bermerk. Percayalah. Lebih bebas penyakit kulit.,orang sakit kulit mending mending beli baju bekas bermerk percaya bebas sakit kulit,negatif,-0.02529999999999999,0
202,zona_dimari,Rezeki padahal udah ada yg atur ya wkwk,rezeki sudah atur wkwk,positif,0.09230000000000005,1
203,rivalpratama057,Paling bener pakai kaos yg ada gambar banteng.,bener pakai kaos gambar banteng,negatif,-0.15260000000000007,0
204,harynugraha13,Sudi pake Kaos beruang petir,sudi pakai kaos beruang petir,negatif,-0.4737,0
205,azrialfzn,Kerja kerja kerja 🔥,kerja kerja kerja,positif,0.8402,1
206,monggo_market,Teruskan buat kalian yg buat KONTEN NGETHRIFT.. Taukan sekarang akibatnya 🤦‍♂️,terus konten ngethrift tau akibat,negatif,-0.625,0
207,messyroom.id,Rubah kata 'AYO SUPPORT LOKAL' jadi ' AYO SALING SUPPORT' btw jangan cek feed ig yah soalnya ada.....🚨🚨🚨🚨🚨,rubah ayo suppo lokal ayo support ngomong ngomong cek feed ig,positif,0.23329999999999995,1
210,sucikurniaputrii_,Saya suka murah dan berkualitas pak😂,suka murah kualitas,positif,0.32009999999999994,1
211,adistwn18,asikkk asikk jos wkwkwk7829x,asikk asikk jos wkwkwk,positif,0.6124,1
213,drknsyf,"sepurane pak, klambi ku thrift kabeh",sepurane klambi ku thrift semua,negatif,-0.6124,0
214,asrorrg_,@farelryan_ demo wok,demo wok,negatif,-0.6124,0
216,malicknormal,Otw jualan thrift special local brand..🙌 jadi daripada beli second brand luar mending beli second brand lokal👏,lagi di jalan jual thrift special lokal brand beli second brand mending beli second brand lokal,negatif,-0.008499999999999952,0
218,yunitadyanpermana,"Auk ah,, lanjut jualan thrift 🙌",auk ah jual thrift,positif,0.25,1
221,unthrifter_,Semangat buat semua nyaa,semangat nyaa,positif,0.46840000000000004,1
