,username,comment
194,ayukdewy,Aduhhh gimandose.. udah cinta banget sama @amellethrift 😂
195,edoahmd57_,@since_92430 kumaha tadi na sam
196,afeef97,Solusinya pakailah brand local hehe #localpride
197,erfwr_,Iya pak udh berantas aja percuma ada juga makin lama harga nya juga sama kaya baju baru. Mending beli baju baru lokal sekalian
198,evilwild.co,Sayang bgt sih indonesia ga produksi handphone lokal coba kalo produksi. Thrift iphone inter juga dibasmi ciakakaaakakaaaaaa. Kalo mau basmi yg ilegal dan merugikan jgn cuman 1 bidang tapi seluruh bidang usaha yg mampu merugikan negara. Toh para pengusaha bal tiap bulan juga setoran sama oknum2 baju coklat Ciakakkakakakakakaaaa
199,_rayhando,Sotoy
200,septarangga_,Info yang jual kaos Banteng
201,nurainiriztam,"Gimana baiknya aj deh pak, saya percaya😊👏🙌"
202,hafdd_,beras?
203,balqies_daniel,Terus yg kw gimna ??
204,strawhatshop2,@jokowi bapak tolong aplikasi lokalisasi dan judi online di berantas dan kalo bisa berikan kami usaha untuk buat brand local yang go international juga tolong pre
205,ipinn_2,lokal mahal bnget ppk
206,salesold.archive,Cek catalog kita kak banyak barang lucu 🫶🏻🔥
207,irfantosh,"Ah tapi kualitas barang lokal tuh ga sebaik barang luar, tapi haraga buset dah mirip mirip brand luar👏👏"
208,_ikbalbabol,tetap stay di baju polos yang Rp 100rb dpt 3 😍
209,bonqx_,@peacceeee_
210,hasbanufi,"punten, toilet dimana ya?"
211,vero_situmorang11,Padahal kita gak tau orang luar punya penyakit kulit apa? Mending-mending beli baju 20k tapi baru dari pada 35k bekas meskipun bermerk. Percayalah. Lebih bebas penyakit kulit.
212,zona_dimari,Rezeki padahal udah ada yg atur ya wkwk
213,rivalpratama057,Paling bener pakai kaos yg ada gambar banteng.
214,harynugraha13,Sudi pake Kaos beruang petir
215,azrialfzn,Kerja kerja kerja 🔥
216,monggo_market,Teruskan buat kalian yg buat KONTEN NGETHRIFT.. Taukan sekarang akibatnya 🤦‍♂️
217,messyroom.id,Rubah kata 'AYO SUPPORT LOKAL' jadi ' AYO SALING SUPPORT' btw jangan cek feed ig yah soalnya ada.....🚨🚨🚨🚨🚨
218,mygaptrprtma,@nizarahmadfahrurozi @dhanirahmn kumaha ieu gaes wkwk
219,muhammadagilprasetyo,@rizkimuttaqin98 cari riset bisnis lagi men wkwk
220,sucikurniaputrii_,Saya suka murah dan berkualitas pak😂
221,adistwn18,asikkk asikk jos wkwkwk7829x
222,starkmrkt,whaikksss🥵
223,drknsyf,"sepurane pak, klambi ku thrift kabeh"
224,asrorrg_,@farelryan_ demo wok
225,klimakssecond,Kan sudah ada market nya masing² pak  dan sudah ada sedjak tempoe doloe 🗿
226,malicknormal,Otw jualan thrift special local brand..🙌 jadi daripada beli second brand luar mending beli second brand lokal👏
227,hellooreee,Mau komentar “no comment” aja
228,yunitadyanpermana,"Auk ah,, lanjut jualan thrift 🙌"
229,m.jeeeee,hmm
230,adityadimasprayoga_,Bergaya sesuai isi dompet aja🙏
231,unthrifter_,Semangat buat semua nyaa
232,mbahpat,Masak? Impor beras jor2an ganggu petani lokal ngga?
233,intanjoselin,#savecabo 🤣 @anggunpertiwi @feliatamara  kpn mo ba bongkar cabo dang?
234,r_kikibae,@haninmn 😢😢😢 akhirnya galau
235,deskuyx,brand lokal aja harganya kadang lebih mahal dari harga H&M dll pak hehe
236,thanksaftersex,"aku pedagang thrift dan aku taat pajak kok, solusinya gimana dong ?"
237,gffaryrni,@crispylandax wadududududud
238,medisa.u_u,"waduhh(ini opini saya) padahal ada rencana buat mulai bisnis thrift ini dilihat dari keuntungan dan modal juga cocok untuk UMKM saya rasa dan ""mengganggu UMKM?"", loh bukannya bisnis thrift ini cocok cocok aja untuk pelaku bisnis UMKM ya?. Dilihat dari yg komen mungkin masyarakat merasa kecewa dengan tagline ""Support brand local"" yg harganya terus naik sedangkan banyak pekerja yg masih mendapatkan upah dibawah UMR/UMK, ya seimbangin aja ""sandang,pangan dan papan"""
239,giggitjariii,"JADI SOLUSI DARI DILARANG NYA MENJUAL PAKAIAN TRHIFT APA Ya ? TEMEN SAYA, TEMEN KITA , WARGA BAPAK YG MENCARI NAFKAH DI BIDANG INI GIMANA JADINYA ? KALO DULU KATANYA @marjinalband.official “ PENGANGGURAN MENYEBARLUAS KEMISKINAN MERAJALELA “ TAPI KATANYA. 
APAKAH ADA SOLUSI LAIN PAK?🙏🏻 @jokowi"
240,reynhwww,"menurut gua gaada yg dirugikan, ini lah yg di namakan resiko dagang, semua punya pesaing nya di masing masing bidang, brand lokal kalo emang dia bisa menyampaikan artikel nya dengan baik juga bakal tetep laku kok, contoh @ginsengstrip_2020 dan @skaars.co dia menjual produk dengan retail yg cukup mahal menurut gua, tapi tetap minat pasar sangat tinggi bahkan bisa sold dalam beberapa jam, bahkan juga harga jual setelah nya bisa melonjak sangat tinggi, maka dari itu bukan barang second yg bermasalah tapi memang beberapa brand lokal yg gamampu bersaing secara baik di pasaran, dan banyak juga orang yg menggantungkan rezeki dengan menjual barang bekas, jika memang nanti nya di larang yg ada juga menimbulkan masalah baru, yaitu banyak orang yg kehilangan mata pencaharian nya, kalo emang banyak pelaku usaha brand lokal yg mengeluh akan hadirnya budaya thrifting di indonesia dan membuat mereka merasa terancam, sorry menurut gua bukan thrifting yg mengancam tapi otak lu aja yg kurang di gunakan"
241,adadihandphone,"aku pedagang thrift dan aku taat pajak, sebagian uang pajak kan buat bapak juga, solusinya gimana dong ?"
242,scnd.tripss,"Lah produk lokal juga ngeluarin produk baru nya liat yang lagi rame di thrift apa wkwk, lg rame gelembung pada bikin produk gelembung, lagi rame vest tactical pada ngeluarin vest, lagi rame jacket vintage flight rame rame bikin produk vintage wkwk iya gasih ga yak wkwk"
243,oldstuffaddict,"aman pakde joko, pelaku thrift kalok ngutang masih di bank nasional kok ❤️"
244,x.oiyyin.x,"Apa kabar ZARA, H&M, Stradivarius dll  inikan saingan brand lokal ya 🤣 ini semua tentang pajak kan pak bukan mikirin UMKM"
245,fjrideee,Namanya jga org dagang
246,yesayasinaga,"-pertama ball2an import itu emang mungkin bisa masuk secara illegal dan semasif itu kalo orang atas gaada yang main?
-kedua dengan hilangnya ball2an, orang2 yang mata pencahariannya dari menjual pakaian2 bekas yang notabene mereka gak punya pekerjaan dan hidup dari situ. mau cari duit dari mana lagi? disaat banyak perusahan yang mem-PHK para karyawan & mencari pekerjaan sulit karena lapangan pekerjaan yang minim ataupun org yang bersangkutan tidak berkompeten ntah lah. pemerintah udah siap buat menyediakan lapangan pekerjaan & pelatihan buat mereka?
-ketiga kalo mau dilihat dari segi hukum, coba perhatikan juga sepatu, tas, ataupun jam2 LOKAL yang pake brand luar. imitasi2 itu udah jelas melanggar hak cipta.
coba deh main ke pasar liat orang orang yang menghidupi 3-4 kepala dengan jual pakaian2 bekas, mau kek mana lah mereka."
247,aditiyaprmna_,@riofebriannnnnnnn oh jadi ini alesannya
248,astriidaurora,"Gimana mau support brand local, harganya juga udah banyak yang ga masuk akal."
249,26sendy_,"Di perketat si barang"" trifting gitu untuk masuk Indonesia. Gimna itu barang bekas yg gatau bawa Virus dri luar"
250,re.fa.ze,Kebanyakan ngeluh
251,yulijuliang,Na @nana_dachlan
252,indungtriatmojo,@jealvita piejaall
253,die4mat_,minimal buka lowongan pekerjaan lah
254,onlyusup,@nputriayu_
255,agasybhaskara,Sebenernya tdk pak... punya segmen masing2.. ada yg suka dan yg tdk... toh yg suka beli dia jg tdk melulu beli thriftingan...
256,danang.archidraft,"Beras, gula, dll apa kabar? Ttp aja impor? Apa ndak mengganggu brand petani lokal? sekelas presiden kok ngurusin baju bekas, kek ndak ada topik lain."
257,joisbudiman,Ya kali mau beli baju brand lokal yang gambarnya Gucci
258,aldidby,"Barang bekas itu kembali lagi ke selera pak, bisa aja beriringan sama brand lokal. Dengan stop impor, bukan berarti brand lokal bakal meningkat peminat. Gak tau kalo impor beras, eh"
259,hadityanugraha_,lebih mengganggu yg makan uang rakjat si
260,ehalhaq,"Ya ela tinggal blg aja mau di pajakin biar legal. Sangat naif kalian org indonesia kalo berfikir pemerintah perduli sama UMKM, sepercaya itu kah kalian? Indonesia negara agraris tapi masi impor beras, bawang, tomat dil. Ngobrol sana sama petani perduli ga pemerintah? Pernah baca petani buang tomat? Petani nangis gagal panen ga mampu beli pupuk karna pupuk lebih mahal dari harga jual gabah?
Wake up!!!"
261,kentucky.crispy,Nih pak yg suka belanja seken SG di pasar jodoh @laurangella @ssyfxrhh_ @widiazulkarnain @anis.zhar
262,docwearjkt,"Padahal dari bisnis impor pakaian bekas, banyak indstri & brand gede buat pakaian dg tema vintage, industri sablon bergairah lagi, malah ada yg sampe di expor. Klo thrift & vintage ga booming ga akan industri lokal ngeluarin kaos tema vintage sekarang."
263,ciputrapopitod,Udah nyaman pake kaos partai
264,hornet46_us,"Sekalian larang toyota, honda, suzuki dan brand mobil lain pa soalnya menganggu penjualan mobil esemka"
265,edwnsl,Lihat produknya kalah saing sama barang bekas uwow
266,lewlewlewwwww,BRAND LOKAL HARGA INTERNASIONAL
267,dffmln_,ya kalo brand lokal ga overprice dengan modal embel embel lokal ya gpp
268,andretaulagi,NINDAS YG KECIL MULU
269,dmd.joudyisvara,Mending @bloodnbonebali aja bismillah alpha pants 😬
270,anxygone,yg lokal motifnya beruang petir semua
271,nopaltsz,Pake beruang yang ada petirnya ⚡️⚡️⚡️⚡️
272,xnruf,@adenurma apa tanggapan mba ade?
273,nine_bedu,Teu sawios tutup weh da seer picarioseun
274,tomohandart,ramah lingkungan 🔥
275,d4diii,pake kaos partai jo
276,niatanjung31,Jadi kami harus pakai kaos partai gambar banteng gitu? Udah gakbisa ngasih lapangan kerja sok² ngatur
277,mfaadhiln,@malvinradityaw 🔥
278,fajarsukarno_,"Dan disisi gw sebagai penikmat Fashion,Plis Brand Brand Lokal kalau udah terkenal jangan keasikan naikin Kuantitas dan ga naikin/pertahankan Kualitas. Belum lagi ada Brand Lokal yang kebanyakan Gimmick Limited Edition biar harganya tergoreng sampe berjuta juta tapi kualitasnya hadeh,masi kalah sama Local Designer Brand di harga yang sama. Hehehe gitu aja. Mumpung udah dibantuin pemerintah tuh sekarang biar UMKM Naik katanya. Buruan gerak"
279,rdigoyy,Mau beli yg brand lokal tp bnyk beruang petirr hmmmm
280,slsbilasyfdzra_,"drpd kaos partai 🙃 *lanjut liat katalog thrift"""
281,anandaalf,@sofiashrn sop gmn ni sop😞
282,baptistasihitee,Koruptor juga pak
283,lutfi_ahmad1509,@bibitdilli dunia trhift sedang tidak baik2 saja pak
284,remedial707,Kang thrift pada panas wkwkwkw
285,30_bayy,"Produk lokal juga banyak yang bagus sebenarnya, cuma kan untuk *kita* yang ingin punya barang brand luar kebantu banget dengan adanya thrifting, yaaa walaupun bekas tapi masih layak bgt buat dipake."
286,axiss00,@onlyiyaa
287,dwiajengph,@reza_mahdin
288,erikchyn,Bukan nya bersukur pemerintah krna jadi banyak orang usaha
289,noriafrianto,@oecops
290,akmalyakin69,@kapalpetcah.2nd
291,gynnaryana,Yang belum pernah thrifting ☝🏻
292,ghufronm_,Tumben nyampe pusat 👀
293,mfr_1994,Iri Bilang Bos!🤣
294,sugarhyu,Yahhhh berdoa aja kita mah
295,nggaprastyo,"Dengan segala hormat, saya pikir korupsi lebih mengganggu. Lalu kalo sudah begini solusinya apa Bang Messi?? untuk anak muda yang sudah kadung mulai bisnis tersebut dan sudah keluar modal banyak?? Apakah dibiarkan tidak berpenghasilan dan jadi pengangguran?? Semoga ketemu win win solution nya."
296,kawanbermain_,Aku cinta  thrifting sebab kita tidak mampu bayar biaya bea cukai dan hanya dipakai buat pamer kekayaan 😆😆
297,fratnaaaa,"Fast fashion di indonesia ini bukan hanya “Second atau Thrift” tapi ada produk impor ke indonesia dengan merk ternama yang berada di Mall, bahkan seluruh Mall ada. Jika pun akan di buat per UUD nya, berarti brand besar yang menjual barang baru juga ga di bolehin masuk ke Indonesia dong, harus adil jika “Second atau Thrift” di larang masuk, dan brand lainnya juga ga boleh masuk.

Di indonesia ini banyak sekali para pengangguran akhirnya punya sumber penghasilan utama nya dari menjual Barang-barang bekas, kalau di stop, bisa ga kasih peluang usaha lain nya misal kasih modal usaha sebesar harga 2 ball thrift? 

Aku juga jualan baju second tapi di jamin bersih karena di laundry sehabis bongkar ball, sumber utama cari uang untuk anakku dari Thrift. Masa aku dari kelas menegah kebawah jadi kelas kebawah sih?"
298,dwipandiangan_,@nancyy.htb @feniisitumorang @anjelips
299,desmontaninhelon,@nenylesse_ Awih na sn bisa bagaya su
300,fadlanattalaa,Paling bener beli anduk gucci
301,ike.eeeeee,@cepicantikk
302,nndindh,@siscaaaap sepertinya suda tida bole mge thrift
303,ferradty,@auliajihannnnn stop han
304,aafeed.gemash,"Nah gitu mengakui aja gausah bawa embel"" virus penyakit dll 🙂 masa iya udah di cuci steam pake embel"" virus🤣 emang kalah kualitas produk"" indonesia pak harga nya mahal kualitas bobrok yang bikin beberapa orang suka thrift karena lebih murah dan kualitas jauh lebih baik barang"" indo👍🏻
(okelah kalo barang thrift di berhentikan di indonesia , apa solusinya biar bahan"" di indonesia menurun?) @jokowi  kenapa nggak bikin sistem kayak diluar negeri aja? beli baju terus udah bosen di jual ketempat olah ball di press kita dapet duit dan bisa beli lagi pake uang tambahan dari baju yang kita jual tadi? @jokowi"
305,arrr.gabriel,untung gapernah thrifting
306,rundfp,Kalo ujung ujungnya disuruh pake brand “Local” yang kebanyakan “MENJIPLAK” brand luar yaa buat apa?bikin malu doang ujung ujungnya brand local tapi “menjiplak” brand luar🤣 mau sebut merk sih cuma ya begimana ngeri dibilang “mematikan rezeki” orang
307,bulanhly,"Bapak/Ibu/Abang/kakak saya mahasiswa IPB angkatan 2019 sedang penelitian untuk skripsi sata analisis niat beli pakaian bekas🙏 jikaa bapk/ibu/abang/kakak bersedia saya minta bantuannya untuk mengisi kuesioner pada link

 https://ipb.link/kuesioner-thrift

Terima kasih banyak🥹🥹🥹 semoga ibu bapak abang kakak sekalian selalu sehat dan dimudahkan segala urusannya🙏 aamiin aamiin"
308,_upstuff,"Permisi, lumayan buat promosi hehe"
309,soniyaaf,jgn begitulah pak jokowi
310,josephimm,Mana aja yg lebih bagus dan murah gua beli. Gak mandang baju impor kah baju ekspor kah baju kompor kah. Selagi murah dan bagus gua beli!!! wkwk
311,chandrashptrr,TERUS BARANG KW GIMANA PAK?
312,abdulkafi23_,Kalo prelove gimana kak😮
313,febbbbbbbri,iri bilang bwos😂
314,anissa_puspakiranaa,"Pak tapi kenapa gerbong kereta juga ngethrift dari jepang padahal kan indonesia punya inka buat bikin kereta. Thrift fashion dilarang, tp gerbong kereta buat fasilitas masyarakat masa kita dikasih yg bekas negara orang:("
315,dean.diansyah,ntar dulu yang bener menganggu apa mengganggu der? gitu dulu deh
316,rohman_fit,Bisnis import beras juga sangant merugikan petani.. 😌😌😌
317,jonkowi,@drakedescentt
318,anastasiatripani,Monja @thasyatambaa_
319,maulanalinggaa,lebih merugikan mana sama pejabat yang baru baru ini bekasus ?
320,ismitasyaa,@ginanltf @sitikhn_ pupus kah gais😂
321,wrhs70674,I ❤️ U
322,anan_daleo,"waktunya cintai produk lokal, contoh nya aku y g sieh @adtttttttttttttttttt"
323,sandyirawaaan,thriftingan is better pak
324,jaluwinter,Local pride local pride kualitas ga seberapa harga ga ngotak
325,haidir.halik,Bagaimana ini @syfeiimam
326,natali_evaaa,Ya tolong garmen di Indonesia diperbaiki kualitasnya
327,jamal_mahyudin,"Sangat menggangu?? Kalo beras , gula , gandum , daging sapi ,  kedelai kok masih impor?? Kenapa impor cuakkxxxs"
328,dwiharjoena,"Iyah pak emng gitu. Trus apa kabar sama pembelian pesawat penumpang yang bekas maskapai asing, itu bekas juga loh pak. Dan sebelumnya juga kereta yang bekas juga dinegara jepang."
329,jak_andra,Itu bisnis import beras lebih menganggu.....
330,haidar_______,Terus harus kerja di pabrik?
331,arnldtnz_,"Budaya thrift sudah melekat sejak dulu, kenapa ngga dari dulu aja kalo mau begini ujungnya."
332,akmalzulfa57,REZEKI UDAH ADA YANG NGATUR TOH ? MASA TAKUT KALAH SAING XIXIXI .. Kan semua punya pasarnya masing
333,fedofathuur_,"lokal brand harganya mahal pak, makanya saya pilih thrift dapat branded lagi😂"
334,yesayasinaga,kadang solusi sama permasalahan suka gak nyambung. kadang
335,muslimmtqn_,"Apa kabar impor beras ???,, Toh itu juga kan merugikan petani lokal pak 😂"
336,ikhsanirsansyah,"Kalo ga mau barang bekas kasi lowongan pekerjaan dong pak buat yang jualan ,dikasi modal"
337,scnd.tripss,GATAU AH GUA MAH LAGI JUALAN JAKET VINTAGE
338,youthvworld,Rame nih. Kemeja nya kak 😬
339,bezaleelsyafa,Kaos partai dah paling enak sih apalagi pd**
340,homesablonbks,Gas sikat
341,__wan666,jadi seharusnya gimana bang messi?
342,febrreeee,"@biiie_ waduh kaum thrift gmna""?"
343,yesayasinaga,"mana bentar lagi puasa, abis itu lebaran, abis itu tahun depan pemilu. kan butuh uang."
344,trzhrrr,@nonikrtka @ifyr3ss_ dilarang ngethrift ya?😢
345,andimysfa,@afifqx
346,aafeed.gemash,"BENERIN KUALITAS❌
NYALAHIN PESAING✅
Crewneck&rajut nya kakak silahkan gemoy"" bukan kain partai silahkan makasi makasi"
347,aafeed.gemash,"Perasaan yang bikin barang kw di indo buanyak kok yg disalahin thrift🤣 
larang e-commerce yang memfasilitasi produk"" thrift juga ngapain? orang di toko oren aja foto nya produk thrift yg dikirim model nya sama tapi bahan nya bobrok👍🏻 (partai)"
348,rickyaarf,Yah susah sih kalo biaya produksinya juga mahal pak. Yang murah cuman disini @weaks.space ya gak sob? @fankyadiw
349,ncekjqkapskss,chuax
350,libra_lim,Uniqlo udah paling bener wkwkwk
351,farhanferdiansyah._,@ayank.razuki isi comentnya yg berkelas bos🤣
